name	ensembl_id	chromosome	position	length	source	type
SSTR2	ENSG00000180616	17	73165011	11621	ensembl_havana	protein_coding
SSTR3	ENSG00000278195	22	-37212322	8084	ensembl_havana	protein_coding
SSTR4	ENSG00000132671	20	23035385	1426	ensembl_havana	protein_coding
SSTR5	ENSG00000162009	16	1078780	1361	ensembl_havana	protein_coding
SSU72	ENSG00000160075	1	-1574869	33196	ensembl_havana	protein_coding
SSU72P8	ENSG00000230268	7	124476370	584	havana	protein_coding
SSUH2	ENSG00000125046	3	-8745040	125640	ensembl_havana	protein_coding
SSX1	ENSG00000126752	X	48255316	12127	ensembl_havana	protein_coding
SSX2	ENSG00000241476	X	-52707189	10293	ensembl_havana	protein_coding
SSX2B	ENSG00000268447	X	52751131	39173	ensembl_havana	protein_coding
SSX2IP	ENSG00000117155	1	-84690803	47096	ensembl_havana	protein_coding
SSX3	ENSG00000165584	X	-48356707	10279	ensembl_havana	protein_coding
SSX4	ENSG00000268009	X	48383515	9831	ensembl_havana	protein_coding
SSX4B	ENSG00000269791	X	-48411910	9832	ensembl_havana	protein_coding
SSX5	ENSG00000165583	X	-48196763	10543	ensembl_havana	protein_coding
SSX7	ENSG00000187754	X	-52654900	10810	ensembl_havana	protein_coding
ST13	ENSG00000100380	22	-40857022	32487	ensembl_havana	protein_coding
ST14	ENSG00000149418	11	130159561	50814	ensembl_havana	protein_coding
ST18	ENSG00000147488	8	-52460959	350120	ensembl_havana	protein_coding
ST20	ENSG00000180953	15	-79923702	24862	ensembl_havana	protein_coding
ST20-MTHFS	ENSG00000259332	15	-79923754	78604	havana	protein_coding
ST3GAL1	ENSG00000008513	8	-133571940	117092	ensembl_havana	protein_coding
ST3GAL2	ENSG00000157350	16	-70439237	63259	ensembl_havana	protein_coding
ST3GAL3	ENSG00000126091	1	43705823	225341	ensembl_havana	protein_coding
ST3GAL4	ENSG00000110080	11	126355639	84704	ensembl_havana	protein_coding
ST3GAL5	ENSG00000115525	2	-85905199	68079	ensembl_havana	protein_coding
ST3GAL6	ENSG00000064225	3	98732235	88965	ensembl_havana	protein_coding
ST5	ENSG00000166444	11	-8910951	217600	ensembl_havana	protein_coding
ST6GAL1	ENSG00000073849	3	186930484	148068	ensembl_havana	protein_coding
ST6GAL2	ENSG00000144057	2	-106887108	85508	ensembl_havana	protein_coding
ST6GALNAC1	ENSG00000070526	17	-76643838	19077	ensembl_havana	protein_coding
ST6GALNAC2	ENSG00000070731	17	-76586956	21577	ensembl_havana	protein_coding
ST6GALNAC3	ENSG00000184005	1	76074718	559882	ensembl_havana	protein_coding
ST6GALNAC4	ENSG00000136840	9	-127917038	9152	ensembl_havana	protein_coding
ST6GALNAC5	ENSG00000117069	1	76867440	198270	ensembl_havana	protein_coding
ST6GALNAC6	ENSG00000160408	9	-127905408	20087	ensembl_havana	protein_coding
ST7	ENSG00000004866	7	116953237	276865	ensembl_havana	protein_coding
ST7L	ENSG00000007341	1	-112620825	97307	ensembl_havana	protein_coding
ST8SIA1	ENSG00000111728	12	-22437041	373268	ensembl_havana	protein_coding
ST8SIA2	ENSG00000140557	15	92393827	74900	ensembl_havana	protein_coding
ST8SIA3	ENSG00000177511	18	57350812	20918	ensembl_havana	protein_coding
ST8SIA4	ENSG00000113532	5	-100903266	96331	ensembl_havana	protein_coding
ST8SIA5	ENSG00000101638	18	-46759257	91436	ensembl_havana	protein_coding
ST8SIA6	ENSG00000148488	10	-17454330	135947	ensembl_havana	protein_coding
STAB1	ENSG00000010327	3	52495337	29157	ensembl_havana	protein_coding
STAB2	ENSG00000136011	12	103587272	179454	ensembl_havana	protein_coding
STAC	ENSG00000144681	3	36380343	167663	ensembl_havana	protein_coding
STAC2	ENSG00000141750	17	-39225872	15336	ensembl_havana	protein_coding
STAC3	ENSG00000185482	12	-57251193	7740	ensembl_havana	protein_coding
STAG1	ENSG00000118007	3	-136752403	416170	ensembl_havana	protein_coding
STAG2	ENSG00000101972	X	123960211	462452	ensembl_havana	protein_coding
STAG3	ENSG00000066923	7	100177562	43925	ensembl_havana	protein_coding
STAM	ENSG00000136738	10	17644124	71789	ensembl_havana	protein_coding
STAM2	ENSG00000115145	2	-152175992	59191	ensembl_havana	protein_coding
STAMBP	ENSG00000124356	2	73828915	44743	ensembl_havana	protein_coding
STAMBPL1	ENSG00000138134	10	88879733	95419	ensembl_havana	protein_coding
STAP1	ENSG00000035720	4	67558727	48609	ensembl_havana	protein_coding
STAP2	ENSG00000178078	19	-4342786	18743	ensembl_havana	protein_coding
STAR	ENSG00000147465	8	-38151265	7616	ensembl_havana	protein_coding
STARD10	ENSG00000214530	11	-72794168	39439	ensembl_havana	protein_coding
STARD13	ENSG00000133121	13	-33350630	247495	ensembl_havana	protein_coding
STARD3	ENSG00000131748	17	39637064	26419	ensembl_havana	protein_coding
STARD3NL	ENSG00000010270	7	38178221	52449	ensembl_havana	protein_coding
STARD4	ENSG00000164211	5	-111512590	16557	ensembl_havana	protein_coding
STARD5	ENSG00000172345	15	-81324183	15130	ensembl_havana	protein_coding
STARD6	ENSG00000174448	18	-54357964	33606	ensembl_havana	protein_coding
STARD7	ENSG00000084090	2	-96208825	23966	ensembl_havana	protein_coding
STARD8	ENSG00000130052	X	68647665	78176	ensembl_havana	protein_coding
STARD9	ENSG00000159433	15	42575658	145322	ensembl_havana	protein_coding
STAT1	ENSG00000115415	2	-191020960	56602	ensembl_havana	protein_coding
STAT2	ENSG00000170581	12	-56360155	18558	ensembl_havana	protein_coding
STAT3	ENSG00000168610	17	-42388568	75244	ensembl_havana	protein_coding
STAT4	ENSG00000138378	2	-191151596	122020	ensembl_havana	protein_coding
STAT5A	ENSG00000126561	17	42287546	24396	ensembl_havana	protein_coding
STAT5B	ENSG00000173757	17	-42276707	77539	ensembl_havana	protein_coding
STAT6	ENSG00000166888	12	-57132139	36731	ensembl_havana	protein_coding
STATH	ENSG00000126549	4	69995929	6640	ensembl_havana	protein_coding
STAU1	ENSG00000124214	20	-49188367	75028	ensembl_havana	protein_coding
STAU2	ENSG00000040341	8	-73747708	327339	ensembl_havana	protein_coding
STBD1	ENSG00000118804	4	76306025	5573	ensembl_havana	protein_coding
STC1	ENSG00000159167	8	-23854807	12892	ensembl_havana	protein_coding
STC2	ENSG00000113739	5	-173329503	14790	ensembl_havana	protein_coding
STEAP1	ENSG00000164647	7	90154374	10454	ensembl_havana	protein_coding
STEAP1B	ENSG00000105889	7	-22632925	213481	ensembl_havana	protein_coding
STEAP2	ENSG00000157214	7	90167589	70547	ensembl_havana	protein_coding
STEAP3	ENSG00000115107	2	119223830	41821	ensembl_havana	protein_coding
STEAP4	ENSG00000127954	7	-88306891	35999	ensembl_havana	protein_coding
STH	ENSG00000256762	17	45999249	444	havana	protein_coding
STIL	ENSG00000123473	1	-47314147	64008	ensembl_havana	protein_coding
STIM1	ENSG00000167323	11	3854526	238683	ensembl_havana	protein_coding
STIM2	ENSG00000109689	4	26857677	167703	ensembl_havana	protein_coding
STIP1	ENSG00000168439	11	64185271	19271	ensembl_havana	protein_coding
STK10	ENSG00000072786	5	-172188386	146313	ensembl_havana	protein_coding
STK11	ENSG00000118046	19	1177557	50877	ensembl_havana	protein_coding
STK11IP	ENSG00000144589	2	219597859	18591	ensembl_havana	protein_coding
STK16	ENSG00000115661	2	219245454	4882	ensembl_havana	protein_coding
STK17A	ENSG00000164543	7	43582757	44028	ensembl_havana	protein_coding
STK17B	ENSG00000081320	2	-196176503	42937	ensembl_havana	protein_coding
STK19	ENSG00000204344	6	31971090	11730	ensembl_havana	protein_coding
STK24	ENSG00000102572	13	-98577940	132755	ensembl_havana	protein_coding
STK25	ENSG00000115694	2	-241509730	17056	ensembl_havana	protein_coding
STK26	ENSG00000134602	X	132023264	52678	ensembl_havana	protein_coding
STK3	ENSG00000104375	8	-98942827	541424	ensembl_havana	protein_coding
STK31	ENSG00000196335	7	23710166	122346	ensembl_havana	protein_coding
STK32A	ENSG00000169302	5	147234962	152889	ensembl_havana	protein_coding
STK32B	ENSG00000152953	4	5051441	449556	ensembl_havana	protein_coding
STK32C	ENSG00000165752	10	-132331847	124355	ensembl_havana	protein_coding
STK33	ENSG00000130413	11	-8594289	202421	ensembl_havana	protein_coding
STK35	ENSG00000125834	20	2101610	75427	ensembl_havana	protein_coding
STK36	ENSG00000163482	2	218672025	30690	ensembl_havana	protein_coding
STK38	ENSG00000112079	6	-36547470	53578	ensembl_havana	protein_coding
STK38L	ENSG00000211455	12	27243967	81991	ensembl_havana	protein_coding
STK39	ENSG00000198648	2	-168248141	294121	ensembl_havana	protein_coding
STK4	ENSG00000101109	20	44966473	113485	ensembl_havana	protein_coding
STK40	ENSG00000196182	1	-36385896	46272	ensembl_havana	protein_coding
STKLD1	ENSG00000198870	9	133376366	29729	ensembl_havana	protein_coding
STMN1	ENSG00000117632	1	-25906991	22810	ensembl_havana	protein_coding
STMN2	ENSG00000104435	8	79610813	55361	ensembl_havana	protein_coding
STMN3	ENSG00000197457	20	-63657682	17977	ensembl_havana	protein_coding
STMN4	ENSG00000015592	8	-27258420	23097	ensembl_havana	protein_coding
STMND1	ENSG00000230873	6	17102257	29114	ensembl_havana	protein_coding
STN1	ENSG00000107960	10	-103918205	35663	ensembl_havana	protein_coding
STOM	ENSG00000148175	9	-121370304	31316	ensembl_havana	protein_coding
STOML1	ENSG00000067221	15	-73994622	15699	ensembl_havana	protein_coding
STOML2	ENSG00000165283	9	-35103195	3419	ensembl_havana	protein_coding
STOML3	ENSG00000133115	13	-38991066	25141	ensembl_havana	protein_coding
STON1	ENSG00000243244	2	48529382	69130	ensembl_havana	protein_coding
STON1-GTF2A1L	ENSG00000068781	2	48529924	246592	ensembl_havana	protein_coding
STON2	ENSG00000140022	14	-81436465	175809	ensembl_havana	protein_coding
STOX1	ENSG00000165730	10	68827540	67891	ensembl_havana	protein_coding
STOX2	ENSG00000173320	4	183797691	225834	ensembl_havana	protein_coding
STPG1	ENSG00000001460	1	-24416934	59935	ensembl_havana	protein_coding
STPG2	ENSG00000163116	4	-98143240	959147	ensembl_havana	protein_coding
STPG3	ENSG00000197768	9	137251260	2222	ensembl_havana	protein_coding
STPG4	ENSG00000273269	2	-47176511	110570	ensembl_havana	protein_coding
STRA6	ENSG00000137868	15	-74212267	32801	ensembl_havana	protein_coding
STRA8	ENSG00000146857	7	135231978	26513	ensembl_havana	protein_coding
STRADA	ENSG00000266173	17	-63741986	59650	ensembl_havana	protein_coding
STRADB	ENSG00000082146	2	201387857	92988	ensembl_havana	protein_coding
STRAP	ENSG00000023734	12	15882390	21087	ensembl_havana	protein_coding
STRBP	ENSG00000165209	9	-123268576	159076	ensembl_havana	protein_coding
STRC	ENSG00000242866	15	-43618800	19402	ensembl_havana	protein_coding
STRIP1	ENSG00000143093	1	110031576	43064	ensembl_havana	protein_coding
STRIP2	ENSG00000128578	7	129434432	53966	ensembl_havana	protein_coding
STRN	ENSG00000115808	2	-36966472	122832	ensembl_havana	protein_coding
STRN3	ENSG00000196792	14	-31026401	132602	ensembl_havana	protein_coding
STRN4	ENSG00000090372	19	-46746994	27487	ensembl_havana	protein_coding
STS	ENSG00000101846	X	7219455	135354	ensembl_havana	protein_coding
STT3A	ENSG00000134910	11	125591711	33503	ensembl_havana	protein_coding
STT3B	ENSG00000163527	3	31532637	104984	ensembl_havana	protein_coding
STUB1	ENSG00000103266	16	680223	2646	ensembl_havana	protein_coding
STUM	ENSG00000203685	1	226548799	60414	ensembl_havana	protein_coding
STX10	ENSG00000104915	19	-13150383	6325	ensembl_havana	protein_coding
STX11	ENSG00000135604	6	144150525	37844	ensembl_havana	protein_coding
STX12	ENSG00000117758	1	27773182	51269	ensembl_havana	protein_coding
STX16	ENSG00000124222	20	58651252	28273	ensembl_havana	protein_coding
STX16-NPEPL1	ENSG00000254995	20	58651433	63976	havana	protein_coding
STX17	ENSG00000136874	9	99906632	63708	ensembl_havana	protein_coding
STX18	ENSG00000168818	4	-4542346	126604	ensembl_havana	protein_coding
STX19	ENSG00000178750	3	-94028610	14241	ensembl_havana	protein_coding
STX1A	ENSG00000106089	7	-73719672	20466	ensembl_havana	protein_coding
STX1B	ENSG00000099365	16	-31010661	21405	ensembl_havana	protein_coding
STX2	ENSG00000111450	12	-130839266	49666	ensembl_havana	protein_coding
STX3	ENSG00000166900	11	59713455	92426	ensembl_havana	protein_coding
STX4	ENSG00000103496	16	31032888	10086	ensembl_havana	protein_coding
STX5	ENSG00000162236	11	-62832088	25191	ensembl_havana	protein_coding
STX6	ENSG00000135823	1	-181023121	50409	ensembl_havana	protein_coding
STX7	ENSG00000079950	6	-132513198	67331	ensembl_havana	protein_coding
STX8	ENSG00000170310	17	-9576591	326120	ensembl_havana	protein_coding
STXBP1	ENSG00000136854	9	127579369	116657	ensembl_havana	protein_coding
STXBP2	ENSG00000076944	19	7636880	10992	ensembl_havana	protein_coding
STXBP3	ENSG00000116266	1	108746673	62852	ensembl_havana	protein_coding
STXBP4	ENSG00000166263	17	54968726	204905	ensembl_havana	protein_coding
STXBP5	ENSG00000164506	6	147204424	186051	ensembl_havana	protein_coding
STXBP5L	ENSG00000145087	3	120908071	516689	ensembl_havana	protein_coding
STXBP6	ENSG00000168952	14	-25050297	240641	ensembl_havana	protein_coding
STYK1	ENSG00000060140	12	-10674318	55379	ensembl_havana	protein_coding
STYX	ENSG00000198252	14	52730179	44818	ensembl_havana	protein_coding
STYXL1	ENSG00000127952	7	-76048004	51666	ensembl_havana	protein_coding
SUB1	ENSG00000113387	5	32531632	72446	ensembl_havana	protein_coding
SUCLA2	ENSG00000136143	13	-48001354	64863	ensembl_havana	protein_coding
SUCLG1	ENSG00000163541	2	-84460045	36522	ensembl_havana	protein_coding
SUCLG2	ENSG00000172340	3	-67654614	294154	ensembl_havana	protein_coding
SUCNR1	ENSG00000198829	3	151873642	10976	ensembl_havana	protein_coding
SUCO	ENSG00000094975	1	172532348	79484	ensembl_havana	protein_coding
SUDS3	ENSG00000111707	12	118376379	41651	ensembl_havana	protein_coding
SUFU	ENSG00000107882	10	102503986	129548	ensembl_havana	protein_coding
SUGCT	ENSG00000175600	7	40134976	725786	ensembl_havana	protein_coding
SUGP1	ENSG00000105705	19	-19320844	44826	ensembl_havana	protein_coding
SUGP2	ENSG00000064607	19	-19034023	43135	ensembl_havana	protein_coding
SUGT1	ENSG00000165416	13	52652708	48200	ensembl_havana	protein_coding
SULF1	ENSG00000137573	8	69466623	194291	ensembl_havana	protein_coding
SULF2	ENSG00000196562	20	-47786616	130268	ensembl_havana	protein_coding
SULT1A1	ENSG00000196502	16	-28623625	18429	ensembl_havana	protein_coding
SULT1A2	ENSG00000197165	16	-28597109	5166	ensembl_havana	protein_coding
SULT1A3	ENSG00000261052	16	30199227	5082	ensembl_havana	protein_coding
SULT1A4	ENSG00000213648	16	29459888	5087	ensembl_havana	protein_coding
SULT1B1	ENSG00000173597	4	-69787961	66799	ensembl_havana	protein_coding
SULT1C2	ENSG00000198203	2	108288638	21276	ensembl_havana	protein_coding
SULT1C3	ENSG00000196228	2	108247194	18156	ensembl_havana	protein_coding
SULT1C4	ENSG00000198075	2	108377910	10146	ensembl_havana	protein_coding
SULT1E1	ENSG00000109193	4	-69860152	18940	ensembl_havana	protein_coding
SULT2A1	ENSG00000105398	19	-47886397	15931	ensembl_havana	protein_coding
SULT2B1	ENSG00000088002	19	48552074	47350	ensembl_havana	protein_coding
SULT4A1	ENSG00000130540	22	-43862503	37994	ensembl_havana	protein_coding
SULT6B1	ENSG00000138068	2	-37196598	28778	ensembl_havana	protein_coding
SUMF1	ENSG00000144455	3	-4467281	766467	ensembl_havana	protein_coding
SUMF2	ENSG00000129103	7	56064001	16668	ensembl_havana	protein_coding
SUMO1	ENSG00000116030	2	-202238608	32428	ensembl_havana	protein_coding
SUMO2	ENSG00000188612	17	-75182983	17397	ensembl_havana	protein_coding
SUMO3	ENSG00000184900	21	-44818779	13162	ensembl_havana	protein_coding
SUMO4	ENSG00000177688	6	149400226	1065	havana	protein_coding
SUN1	ENSG00000164828	7	816614	79820	ensembl_havana	protein_coding
SUN2	ENSG00000100242	22	-38794143	59418	ensembl_havana	protein_coding
SUN3	ENSG00000164744	7	-48029119	41971	ensembl_havana	protein_coding
SUN5	ENSG00000167098	20	-33004433	20660	ensembl_havana	protein_coding
SUOX	ENSG00000139531	12	55997179	9461	ensembl_havana	protein_coding
SUPT16H	ENSG00000092201	14	-21384266	32794	ensembl_havana	protein_coding
SUPT20H	ENSG00000102710	13	-37059713	50401	ensembl_havana	protein_coding
SUPT3H	ENSG00000196284	6	-45377953	568636	ensembl_havana	protein_coding
SUPT4H1	ENSG00000213246	17	-58353093	7918	ensembl_havana	protein_coding
SUPT5H	ENSG00000196235	19	39436155	40514	ensembl_havana	protein_coding
SUPT6H	ENSG00000109111	17	28662090	40593	ensembl_havana	protein_coding
SUPT7L	ENSG00000119760	2	-27663840	13028	ensembl_havana	protein_coding
SUPV3L1	ENSG00000156502	10	69180231	28867	ensembl_havana	protein_coding
SURF1	ENSG00000148290	9	-133356676	4921	ensembl_havana	protein_coding
SURF2	ENSG00000148291	9	133356551	4617	ensembl_havana	protein_coding
SURF4	ENSG00000148248	9	-133376166	14717	ensembl_havana	protein_coding
SURF6	ENSG00000148296	9	-133336398	7624	ensembl_havana	protein_coding
SUSD1	ENSG00000106868	9	-112175408	134623	ensembl_havana	protein_coding
SUSD2	ENSG00000099994	22	24181258	7851	ensembl_havana	protein_coding
SUSD3	ENSG00000157303	9	93058687	26450	ensembl_havana	protein_coding
SUSD4	ENSG00000143502	1	-223364202	143383	ensembl_havana	protein_coding
SUSD5	ENSG00000173705	3	-33219215	69173	ensembl_havana	protein_coding
SUSD6	ENSG00000100647	14	69611595	103546	ensembl_havana	protein_coding
SUV39H1	ENSG00000101945	X	48695553	13458	ensembl_havana	protein_coding
SUV39H2	ENSG00000152455	10	14878819	25495	ensembl_havana	protein_coding
SUZ12	ENSG00000178691	17	31937017	64027	ensembl_havana	protein_coding
SV2A	ENSG00000159164	1	-149917882	14564	ensembl_havana	protein_coding
SV2B	ENSG00000185518	15	91099949	201359	ensembl_havana	protein_coding
SV2C	ENSG00000122012	5	76083171	270767	ensembl_havana	protein_coding
SVBP	ENSG00000177868	1	-42817252	10200	ensembl_havana	protein_coding
SVEP1	ENSG00000165124	9	-110579880	214629	ensembl_havana	protein_coding
SVIL	ENSG00000197321	10	-29736781	279443	ensembl_havana	protein_coding
SVIP	ENSG00000198168	11	-22830299	16500	ensembl_havana	protein_coding
SVOP	ENSG00000166111	12	-109021240	113499	ensembl_havana	protein_coding
SVOPL	ENSG00000157703	7	-138701352	107067	ensembl_havana	protein_coding
SWAP70	ENSG00000133789	11	9664076	88914	ensembl_havana	protein_coding
SWI5	ENSG00000175854	9	128275378	13611	ensembl_havana	protein_coding
SWSAP1	ENSG00000173928	19	11374684	2266	ensembl_havana	protein_coding
SWT1	ENSG00000116668	1	185157079	134685	ensembl_havana	protein_coding
SYAP1	ENSG00000169895	X	16719631	45704	ensembl_havana	protein_coding
SYBU	ENSG00000147642	8	-109691791	117813	ensembl_havana	protein_coding
SYCE1	ENSG00000171772	10	-133569835	15934	ensembl_havana	protein_coding
SYCE1L	ENSG00000205078	16	77199396	13818	ensembl_havana	protein_coding
SYCE2	ENSG00000161860	19	-12919276	20490	ensembl_havana	protein_coding
SYCE3	ENSG00000217442	22	-50562905	11793	ensembl_havana	protein_coding
SYCN	ENSG00000179751	19	-39204266	1435	ensembl_havana	protein_coding
SYCP1	ENSG00000198765	1	114854802	140567	ensembl_havana	protein_coding
SYCP2	ENSG00000196074	20	-59933655	70092	ensembl_havana	protein_coding
SYCP2L	ENSG00000153157	6	10886830	92489	ensembl_havana	protein_coding
SYCP3	ENSG00000139351	12	-101739472	10824	ensembl_havana	protein_coding
SYDE1	ENSG00000105137	19	15107402	7585	ensembl_havana	protein_coding
SYDE2	ENSG00000097096	1	-85201046	44173	ensembl_havana	protein_coding
SYF2	ENSG00000117614	1	-25232502	9823	ensembl_havana	protein_coding
SYK	ENSG00000165025	9	90801786	96762	ensembl_havana	protein_coding
SYMPK	ENSG00000125755	19	-45863290	47880	ensembl_havana	protein_coding
SYN1	ENSG00000008056	X	-47619943	48045	ensembl_havana	protein_coding
SYN2	ENSG00000157152	3	12004401	186998	ensembl_havana	protein_coding
SYN3	ENSG00000185666	22	-33058372	545820	ensembl_havana	protein_coding
SYNC	ENSG00000162520	1	-32703596	23236	ensembl_havana	protein_coding
SYNCRIP	ENSG00000135316	6	-85643792	36007	ensembl_havana	protein_coding
SYNDIG1	ENSG00000101463	20	24469198	197417	ensembl_havana	protein_coding
SYNDIG1L	ENSG00000183379	14	-74426102	20209	ensembl_havana	protein_coding
SYNE1	ENSG00000131018	6	-152637801	516117	ensembl_havana	protein_coding
SYNE2	ENSG00000054654	14	63852982	373450	ensembl_havana	protein_coding
SYNE3	ENSG00000176438	14	-95475836	68570	ensembl_havana	protein_coding
SYNE4	ENSG00000181392	19	-36008793	5486	ensembl_havana	protein_coding
SYNGAP1	ENSG00000197283	6	33419660	37880	ensembl_havana	protein_coding
SYNGR1	ENSG00000100321	22	39349924	35663	ensembl_havana	protein_coding
SYNGR2	ENSG00000108639	17	78168557	4969	ensembl_havana	protein_coding
SYNGR3	ENSG00000127561	16	1989659	4615	ensembl_havana	protein_coding
SYNGR4	ENSG00000105467	19	48364394	11981	ensembl_havana	protein_coding
SYNJ1	ENSG00000159082	21	-32728048	99289	ensembl_havana	protein_coding
SYNJ2	ENSG00000078269	6	157981886	117289	ensembl_havana	protein_coding
SYNJ2BP	ENSG00000213463	14	-70417061	50565	ensembl_havana	protein_coding
SYNJ2BP-COX16	ENSG00000258644	14	-70417074	91010	ensembl_havana	protein_coding
SYNM	ENSG00000182253	15	99098216	37376	ensembl_havana	protein_coding
SYNPO	ENSG00000171992	5	150601079	58140	ensembl_havana	protein_coding
SYNPO2	ENSG00000172403	4	118850687	210559	ensembl_havana	protein_coding
SYNPO2L	ENSG00000166317	10	-73663803	18922	ensembl_havana	protein_coding
SYNPR	ENSG00000163630	3	63228314	388606	ensembl_havana	protein_coding
SYNRG	ENSG00000275066	17	-37609496	94699	ensembl_havana	protein_coding
SYP	ENSG00000102003	X	-49200259	12455	ensembl_havana	protein_coding
SYPL1	ENSG00000008282	7	-106112576	22073	ensembl_havana	protein_coding
SYPL2	ENSG00000143028	1	109466627	15509	ensembl_havana	protein_coding
SYS1	ENSG00000204070	20	45361936	14861	ensembl_havana	protein_coding
SYS1-DBNDD2	ENSG00000254806	20	45363199	47410	havana	protein_coding
SYT1	ENSG00000067715	12	78863992	588015	ensembl_havana	protein_coding
SYT10	ENSG00000110975	12	-33439819	65581	ensembl_havana	protein_coding
SYT11	ENSG00000132718	1	155859508	25690	ensembl_havana	protein_coding
SYT12	ENSG00000173227	11	67006777	44085	ensembl_havana	protein_coding
SYT13	ENSG00000019505	11	-45286319	46018	ensembl_havana	protein_coding
SYT14	ENSG00000143469	1	209938173	233215	ensembl_havana	protein_coding
SYT15	ENSG00000204176	10	46578216	15956	ensembl_havana	protein_coding
SYT16	ENSG00000139973	14	61811973	300576	ensembl_havana	protein_coding
SYT17	ENSG00000103528	16	19167970	100363	ensembl_havana	protein_coding
SYT2	ENSG00000143858	1	-202710417	119821	ensembl_havana	protein_coding
SYT3	ENSG00000213023	19	-50639827	18520	ensembl_havana	protein_coding
SYT4	ENSG00000132872	18	-43277650	9772	ensembl_havana	protein_coding
SYT5	ENSG00000129990	19	-55180441	9242	ensembl_havana	protein_coding
SYT6	ENSG00000134207	1	-114153919	64628	ensembl_havana	protein_coding
SYT7	ENSG00000011347	11	-61581148	65835	ensembl_havana	protein_coding
SYT8	ENSG00000149043	11	1828306	9214	ensembl_havana	protein_coding
SYT9	ENSG00000170743	11	7238777	230264	ensembl_havana	protein_coding
SYTL1	ENSG00000142765	1	27342019	11917	ensembl_havana	protein_coding
SYTL2	ENSG00000137501	11	-85811159	116935	ensembl_havana	protein_coding
SYTL3	ENSG00000164674	6	158650013	114862	ensembl_havana	protein_coding
SYTL4	ENSG00000102362	X	-100732123	57632	ensembl_havana	protein_coding
SYTL5	ENSG00000147041	X	38006581	122237	ensembl_havana	protein_coding
SYVN1	ENSG00000162298	11	-65134533	12753	ensembl_havana	protein_coding
SZRD1	ENSG00000055070	1	16352574	45570	ensembl_havana	protein_coding
SZT2	ENSG00000198198	1	43389881	64365	ensembl_havana	protein_coding
T	ENSG00000164458	6	-166168700	11044	ensembl_havana	protein_coding
TAAR1	ENSG00000146399	6	-132646003	1019	ensembl_havana	protein_coding
TAAR2	ENSG00000146378	6	-132624275	7253	ensembl_havana	protein_coding
TAAR5	ENSG00000135569	6	-132589686	1013	ensembl_havana	protein_coding
TAAR6	ENSG00000146383	6	132570321	1037	havana	protein_coding
TAAR8	ENSG00000146385	6	132552692	1028	ensembl_havana	protein_coding
TAAR9	ENSG00000237110	6	132538289	1046	ensembl_havana	protein_coding
TAB1	ENSG00000100324	22	39399740	37319	ensembl_havana	protein_coding
TAB2	ENSG00000055208	6	149218640	192972	ensembl_havana	protein_coding
TAB3	ENSG00000157625	X	-30975084	147642	ensembl_havana	protein_coding
TAC1	ENSG00000006128	7	97731907	8564	ensembl_havana	protein_coding
TAC3	ENSG00000166863	12	-57028883	18883	ensembl_havana	protein_coding
TAC4	ENSG00000176358	17	-49848017	9708	ensembl_havana	protein_coding
TACC1	ENSG00000147526	8	38728185	124842	ensembl_havana	protein_coding
TACC2	ENSG00000138162	10	121989173	265371	ensembl_havana	protein_coding
TACC3	ENSG00000013810	4	1721489	23686	ensembl_havana	protein_coding
TACO1	ENSG00000136463	17	63600871	7493	ensembl_havana	protein_coding
TACR1	ENSG00000115353	2	-75199700	153237	ensembl_havana	protein_coding
TACR2	ENSG00000075073	10	-69416867	12964	ensembl_havana	protein_coding
TACR3	ENSG00000169836	4	-103719816	133785	ensembl_havana	protein_coding
TACSTD2	ENSG00000184292	1	-58577773	2350	ensembl_havana	protein_coding
TADA1	ENSG00000152382	1	-166876327	19817	ensembl_havana	protein_coding
TADA2A	ENSG00000276234	17	37406873	72856	ensembl_havana	protein_coding
TADA2B	ENSG00000173011	4	7041898	16053	ensembl_havana	protein_coding
TADA3	ENSG00000171148	3	-9793011	13151	ensembl_havana	protein_coding
TAF1	ENSG00000147133	X	71366238	166135	ensembl_havana	protein_coding
TAF10	ENSG00000166337	11	-6612667	6371	ensembl_havana	protein_coding
TAF11	ENSG00000064995	6	-34888089	10311	ensembl_havana	protein_coding
TAF12	ENSG00000120656	1	-28643085	53762	ensembl_havana	protein_coding
TAF13	ENSG00000197780	1	-109076002	13516	ensembl_havana	protein_coding
TAF15	ENSG00000270647	17	35713790	150824	ensembl_havana	protein_coding
TAF1A	ENSG00000143498	1	-222589933	32031	ensembl_havana	protein_coding
TAF1B	ENSG00000115750	2	9843353	91062	ensembl_havana	protein_coding
TAF1C	ENSG00000103168	16	-84187070	9223	ensembl_havana	protein_coding
TAF1D	ENSG00000166012	11	-93784391	54443	ensembl_havana	protein_coding
TAF1L	ENSG00000122728	9	-32635669	6215	ensembl_havana	protein_coding
TAF2	ENSG00000064313	8	-119832863	102088	ensembl_havana	protein_coding
TAF3	ENSG00000165632	10	7818503	198123	ensembl_havana	protein_coding
TAF4	ENSG00000130699	20	-62065810	112341	ensembl_havana	protein_coding
TAF4B	ENSG00000141384	18	26225935	165749	ensembl_havana	protein_coding
TAF5	ENSG00000148835	10	103367966	21098	ensembl_havana	protein_coding
TAF5L	ENSG00000135801	1	-229626047	32936	ensembl_havana	protein_coding
TAF6	ENSG00000106290	7	-100119841	12771	ensembl_havana	protein_coding
TAF6L	ENSG00000162227	11	62771302	16039	ensembl_havana	protein_coding
