Gene stable ID	Gene name	Chromosome name	Gene start	Gene end	Strand
ENSG00000282034	AC106886.5	16	30704067	30745169	1
ENSG00000204577	LILRB3	19	54216278	54223506	-1
ENSG00000159307	SCUBE1	22	43197283	43343388	-1
ENSG00000213762	ZNF134	19	57614233	57624723	1
ENSG00000142530	FAM71E1	19	50466785	50476753	-1
ENSG00000115523	GNLY	2	85685175	85698854	1
ENSG00000170889	RPS9	19	54200742	54249003	1
ENSG00000187097	ENTPD5	14	73958010	74019399	-1
ENSG00000154040	CABYR	18	24138956	24161603	1
ENSG00000075399	VPS9D1	16	89707134	89720986	-1
ENSG00000100393	EP300	22	41091786	41180079	1
ENSG00000166526	ZNF3	7	100064033	100082548	-1
ENSG00000158321	AUTS2	7	69598919	70793068	1
ENSG00000051009	FAM160A2	11	6211335	6234711	-1
ENSG00000133703	KRAS	12	25204789	25250936	-1
ENSG00000151575	TEX9	15	56244009	56445997	1
ENSG00000170542	SERPINB9	6	2887266	2903280	-1
ENSG00000284042	AC106774.5	5	17528669	17529265	1
ENSG00000284234	AC106774.6	5	17525235	17525831	1
ENSG00000204217	BMPR2	2	202376936	202567751	1
ENSG00000130734	ATG4D	19	10543895	10553418	1
ENSG00000166394	CYB5R2	11	7665100	7677222	-1
ENSG00000132561	MATN2	8	97868840	98036716	1
ENSG00000005156	LIG3	17	34980494	35009743	1
ENSG00000166170	BAG5	14	103556544	103562831	-1
ENSG00000284552	AC106774.10	5	17486231	17486829	1
ENSG00000139687	RB1	13	48303751	48481986	1
ENSG00000180739	S1PR5	19	10512742	10517931	-1
ENSG00000275861	TBC1D3I	CHR_HSCHR17_10_CTG4	36355285	36366216	-1
ENSG00000274619	CFD	CHR_HSCHR19_5_CTG2	859680	863666	1
ENSG00000010270	STARD3NL	7	38178222	38230671	1
ENSG00000108702	CCL1	17	34360328	34363231	-1
ENSG00000170271	FAXDC2	5	154818491	154859252	-1
ENSG00000170291	ELP5	17	7251416	7259940	1
ENSG00000131591	C1orf159	1	1081818	1116361	-1
ENSG00000085662	AKR1B1	7	134442350	134459284	-1
ENSG00000136156	ITM2B	13	48233158	48270357	1
ENSG00000087258	GNAO1	16	56191347	56357457	1
ENSG00000182348	ZNF804B	7	88759368	89337057	1
ENSG00000184388	PABPC1L2B	X	73003517	73005713	1
ENSG00000168118	RAB4A	1	229271062	229305894	1
ENSG00000114395	CYB561D2	3	50350695	50358460	1
ENSG00000136854	STXBP1	9	127579370	127696027	1
ENSG00000242616	GNG10	9	111661335	111670246	1
ENSG00000125246	CLYBL	13	99606669	99897134	1
ENSG00000135525	MAP7	6	136342281	136550819	-1
ENSG00000077984	CST7	20	24949230	24959928	1
ENSG00000175416	CLTB	5	176392455	176416569	-1
ENSG00000269433	OPN1MW3	X	154257538	154271805	1
ENSG00000115648	MLPH	2	237485428	237555318	1
ENSG00000089053	ANAPC5	12	121308245	121399896	-1
ENSG00000114062	UBE3A	15	25333728	25439056	-1
ENSG00000253729	PRKDC	8	47773108	47960183	-1
ENSG00000230705	TAP1	CHR_HSCHR6_MHC_MCF_CTG1	32878685	32887454	-1
ENSG00000196166	C8orf86	8	38510834	38528662	-1
ENSG00000007866	TEAD3	6	35473597	35497076	-1
ENSG00000103316	CRYM	16	21238874	21303083	-1
ENSG00000187122	SLIT1	10	96998038	97185920	-1
ENSG00000213390	ARHGAP19	10	97222173	97292673	-1
ENSG00000143126	CELSR2	1	109250019	109275750	1
ENSG00000055044	NOP58	2	202265716	202303666	1
ENSG00000131914	LIN28A	1	26410778	26429722	1
ENSG00000166111	SVOP	12	108907741	109021240	-1
ENSG00000135205	CCDC146	7	77122434	77329533	1
ENSG00000021300	PLEKHB1	11	73646178	73662819	1
ENSG00000117983	MUC5B	11	1223066	1262172	1
ENSG00000182934	SRPRA	11	126262919	126269144	-1
ENSG00000061794	MRPS35	12	27710773	27756295	1
ENSG00000160193	WDR4	21	42843094	42879568	-1
ENSG00000213903	LTB4R	14	24311450	24318036	1
ENSG00000184022	OR2T10	1	248590487	248597700	-1
ENSG00000116478	HDAC1	1	32292086	32333635	1
ENSG00000128989	ARPP19	15	52547045	52569883	-1
ENSG00000124785	NRN1	6	5997999	6007605	-1
ENSG00000181722	ZBTB20	3	114314501	115147271	-1
ENSG00000146469	VIP	6	152750798	152759765	1
ENSG00000177174	OR14C36	1	248348775	248349713	1
ENSG00000175215	CTDSP2	12	57819927	57846739	-1
ENSG00000115806	GORASP2	2	170928464	170967129	1
ENSG00000162727	OR2M5	1	248145148	248146086	1
ENSG00000151881	TMEM267	5	43444252	43483893	-1
ENSG00000161860	SYCE2	19	12898786	12919276	-1
ENSG00000214063	TSPAN4	11	842808	867116	1
ENSG00000213047	DENND1B	1	197504748	197775696	-1
ENSG00000108231	LGI1	10	93757809	93806272	1
ENSG00000104763	ASAH1	8	18055992	18084998	-1
ENSG00000104154	SLC30A4	15	45479611	45522807	-1
ENSG00000274394	KIR3DL3	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1	54724479	54736497	1
ENSG00000182393	IFNL1	19	39296325	39298673	1
ENSG00000131831	RAI2	X	17800049	17861337	-1
ENSG00000185823	NPAP1	15	24675868	24683393	1
ENSG00000092853	CLSPN	1	35720218	35769967	-1
ENSG00000189337	KAZN	1	13892792	15118043	1
ENSG00000115946	PNO1	2	68157844	68176238	1
ENSG00000112304	ACOT13	6	24667035	24705065	1
ENSG00000218819	TDRD15	2	21123917	21143272	1
ENSG00000177489	OR2G2	1	247588360	247589313	1
ENSG00000127774	EMC6	17	3668815	3669668	1
ENSG00000100714	MTHFD1	14	64388031	64463457	1
ENSG00000160957	RECQL4	8	144511288	144517845	-1
ENSG00000130167	TSPAN16	19	11296139	11326996	1
ENSG00000275717	KIR3DL1	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	54816473	54830785	1
ENSG00000131669	NINJ1	9	93121489	93134288	-1
ENSG00000113924	HGD	3	120628173	120682571	-1
ENSG00000132623	ANKEF1	20	9986126	10058303	1
ENSG00000258728	AL162231.3	9	34646645	34657113	1
ENSG00000223865	HLA-DPB1	6	33075926	33087201	1
ENSG00000178605	GTPBP6	X	304529	318819	-1
ENSG00000213927	CCL27	9	34661880	34664048	-1
ENSG00000204279	PAGE3	X	55258412	55264846	-1
ENSG00000179902	C1orf194	1	109105951	109113857	-1
ENSG00000274830	KIR2DL3	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	54738514	54753065	1
ENSG00000137070	IL11RA	9	34650702	34661892	1
ENSG00000073417	PDE8A	15	84980440	85139145	1
ENSG00000188641	DPYD	1	97077743	97921049	-1
ENSG00000183760	ACP7	19	39083913	39111493	1
ENSG00000180611	MB21D2	3	192796815	192918161	-1
ENSG00000066933	MYO9A	15	71822289	72118577	-1
ENSG00000182378	PLCXD1	X	276322	303356	1
ENSG00000275353	KIR2DS4	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	54832684	54848599	1
ENSG00000046774	MAGEC2	X	142202345	142205290	-1
ENSG00000179455	MKRN3	15	23565678	23630075	1
ENSG00000112695	COX7A2	6	75237675	75250323	-1
ENSG00000221866	PLXNA4	7	132123332	132648688	-1
ENSG00000218823	PAPOLB	7	4857733	4861994	-1
ENSG00000072778	ACADVL	17	7217125	7225273	1
ENSG00000100360	IFT27	22	36758202	36776256	-1
ENSG00000249242	TMEM150C	4	82483170	82562357	-1
ENSG00000223591	CENPVL1	X	51710512	51712131	1
ENSG00000160796	NBEAL2	3	46979683	47009703	1
ENSG00000196455	PIK3R4	3	130678935	130746829	-1
ENSG00000166450	PRTG	15	55611546	55743090	-1
ENSG00000142675	CNKSR1	1	26177403	26189886	1
ENSG00000230594	CT47A4	X	120967886	120971208	-1
ENSG00000018510	AGPS	2	177392644	177559299	1
ENSG00000169953	HSFY2	Y	18731440	18828662	-1
ENSG00000128683	GAD1	2	170813213	170861151	1
ENSG00000231852	CYP21A2	6	32038265	32041670	1
ENSG00000127366	TAS2R5	7	141790217	141791367	1
ENSG00000121314	TAS2R8	12	10806051	10807293	-1
ENSG00000233911	POU5F1	CHR_HSCHR6_MHC_COX_CTG1	31156880	31163254	-1
ENSG00000068912	ERLEC1	2	53787044	53818819	1
ENSG00000214102	WEE2	7	141708353	141731271	1
ENSG00000282752	CTDP1	CHR_HSCHR18_3_CTG2_1	79685555	79723770	1
ENSG00000139220	PPFIA2	12	81257975	81759553	-1
ENSG00000135454	B4GALNT1	12	57623410	57633355	-1
ENSG00000115665	SLC5A7	2	107986523	108013994	1
ENSG00000089154	GCN1	12	120127203	120194710	-1
ENSG00000221821	C6orf226	6	42890265	42890816	-1
ENSG00000171703	TCEA2	20	64049836	64072347	1
ENSG00000274616	CNOT3	CHR_HSCHR19LRC_PGF1_CTG3_1	54138182	54156191	1
ENSG00000196917	HCAR1	12	122726076	122730843	-1
ENSG00000169330	KIAA1024	15	79432516	79472290	1
ENSG00000100097	LGALS1	22	37675608	37679806	1
ENSG00000134186	PRPF38B	1	108692323	108701803	1
ENSG00000177646	ACAD9	3	128879596	128916067	1
ENSG00000107796	ACTA2	10	88935074	88991339	-1
ENSG00000224212	TAP1	CHR_HSCHR6_MHC_DBB_CTG1	32823186	32831955	-1
ENSG00000114439	BBX	3	107522936	107811324	1
ENSG00000189403	HMGB1	13	30456704	30617597	-1
ENSG00000228582	TAP2	CHR_HSCHR6_MHC_COX_CTG1	32744153	32761098	-1
ENSG00000180209	MYLPF	16	30370934	30377991	1
ENSG00000130520	LSM4	19	18306230	18323274	-1
ENSG00000116698	SMG7	1	183472216	183598246	1
ENSG00000176422	SPRYD4	12	56468567	56479707	1
ENSG00000101544	ADNP2	18	80109031	80147523	1
ENSG00000170537	TMC7	16	18983934	19063942	1
ENSG00000163166	IWS1	2	127436207	127526886	-1
ENSG00000085719	CPNE3	8	86514427	86561498	1
ENSG00000198925	ATG9A	2	219209772	219229717	-1
ENSG00000120162	MOB3B	9	27325209	27529781	-1
ENSG00000204592	HLA-E	6	30489467	30494205	1
ENSG00000275050	ZNF66	CHR_HSCHR19_1_CTG2	20776304	20807420	1
ENSG00000178623	GPR35	2	240605431	240631259	1
ENSG00000159128	IFNGR2	21	33402896	33479348	1
ENSG00000120159	CAAP1	9	26840685	26892804	-1
ENSG00000008277	ADAM22	7	87934143	88202889	1
ENSG00000184162	NR2C2AP	19	19201416	19203424	-1
ENSG00000204518	AADACL4	1	12644547	12667086	1
ENSG00000168234	TTC39C	18	23992773	24135610	1
ENSG00000274174	NLRP7	CHR_HSCHR19LRC_COX2_CTG3_1	54594345	54618340	-1
ENSG00000164900	GBX1	7	151148589	151174745	-1
ENSG00000080371	RAB21	12	71754874	71800285	1
ENSG00000125816	NKX2-4	20	21395367	21398028	-1
ENSG00000274232	KIR2DL4	CHR_HSCHR19_4_CTG3_1	54811737	54822719	1
ENSG00000100473	COCH	14	30874514	30895065	1
ENSG00000276155	MAPT	CHR_HSCHR17_1_CTG5	46069784	46203150	-1
ENSG00000171951	SCG2	2	223596940	223602503	-1
ENSG00000184719	RNLS	10	88273864	88584530	-1
ENSG00000165732	DDX21	10	68956128	68985073	1
ENSG00000173020	GRK2	11	67266410	67286556	1
ENSG00000185418	TARSL2	15	101653598	101724604	-1
ENSG00000278372	MYO19	CHR_HSCHR17_7_CTG4	36496005	36543807	-1
ENSG00000101197	BIRC7	20	63235883	63240507	1
ENSG00000156256	USP16	21	29024629	29054488	1
ENSG00000174327	SLC16A13	17	7036075	7040121	1
ENSG00000009413	REV3L	6	111299028	111483715	-1
ENSG00000128709	HOXD9	2	176122720	176124937	1
ENSG00000169239	CA5B	X	15688830	15788409	1
ENSG00000134086	VHL	3	10141008	10152220	1
ENSG00000162753	SLC9C2	1	173500464	173603094	-1
ENSG00000232113	TEX50	1	173635333	173637134	1
ENSG00000178562	CD28	2	203706475	203738912	1
ENSG00000117592	PRDX6	1	173477266	173488807	1
ENSG00000089250	NOS1	12	117208142	117452170	-1
ENSG00000135914	HTR2B	2	231108230	231125118	-1
ENSG00000159251	ACTC1	15	34788096	34796139	-1
ENSG00000180992	MRPL14	6	44113454	44127457	-1
ENSG00000148950	IMMP1L	11	31432401	31509645	-1
ENSG00000276726	DNAJA3	CHR_HSCHR16_3_CTG1	4427764	4458734	1
ENSG00000001461	NIPAL3	1	24415794	24472976	1
ENSG00000124003	MOGAT1	2	222671786	222709930	1
ENSG00000215328	HSPA1A	CHR_HSCHR6_MHC_QBL_CTG1	31805699	31808181	1
ENSG00000117122	MFAP2	1	16974502	16980835	-1
ENSG00000177138	FAM9B	X	9024232	9164639	-1
ENSG00000159363	ATP13A2	1	16985958	17011928	-1
ENSG00000160679	CHTOP	1	153633982	153646306	1
ENSG00000138138	ATAD1	10	87751512	87841343	-1
ENSG00000215790	SLC35E2	1	1724838	1745992	-1
ENSG00000162302	RPS6KA4	11	64359148	64372215	1
ENSG00000244444	EGFL8	CHR_HSCHR6_MHC_QBL_CTG1	32122191	32125889	1
ENSG00000101193	GID8	20	62938119	62948475	1
ENSG00000205777	GAGE1	X	49589496	49608536	1
ENSG00000278731	KIR2DL2	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	54754673	54769220	1
ENSG00000275434	KIR3DS1	CHR_HSCHR19LRC_COX2_CTG3_1	54459987	54474463	1
ENSG00000276501	KIR3DL1	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	54861074	54875379	1
ENSG00000254772	EEF1G	11	62559601	62574086	-1
ENSG00000235750	KIAA0040	1	175156987	175192999	-1
ENSG00000174579	MSL2	3	136148922	136197241	-1
ENSG00000198682	PAPSS2	10	87659613	87747705	1
ENSG00000262573	KRTAP9-2	CHR_HSCHR17_6_CTG4	41226627	41227631	1
ENSG00000091536	MYO15A	17	18108706	18179802	1
ENSG00000206102	KRTAP19-8	21	31038159	31038476	-1
ENSG00000102901	CENPT	16	67828157	67847811	-1
ENSG00000099991	CABIN1	22	24011192	24178628	1
ENSG00000166225	FRS2	12	69470349	69579789	1
ENSG00000165837	ERICH6B	13	45534522	45615739	-1
ENSG00000275911	NDE1	CHR_HSCHR16_1_CTG1	15728421	15811507	1
ENSG00000250741	NT5C1B-RDH14	2	18555545	18589564	-1
ENSG00000234127	TRIM26	6	30184455	30213427	-1
ENSG00000122477	LRRC39	1	100148449	100178273	-1
ENSG00000174444	RPL4	15	66498015	66524532	-1
ENSG00000104369	JPH1	8	74234700	74321328	-1
ENSG00000100228	RAB36	22	23145326	23164350	1
ENSG00000261509	TP53TG3B	16	33360274	33363478	1
ENSG00000163918	RFC4	3	186789880	186807058	-1
ENSG00000119231	SENP5	3	196867856	196934714	1
ENSG00000163755	HPS3	3	149129584	149173732	1
ENSG00000142864	SERBP1	1	67407810	67430415	-1
ENSG00000166510	CCDC68	18	54901509	54959508	-1
ENSG00000129422	MTUS1	8	17643795	17800917	-1
ENSG00000138385	SSB	2	169791933	169812064	1
ENSG00000090382	LYZ	12	69348341	69354234	1
ENSG00000138758	11-Sep	4	76949703	77040384	1
ENSG00000149633	KIAA1755	20	38210488	38260772	-1
ENSG00000156136	DCK	4	70992538	71030914	1
ENSG00000273661	AL133414.1	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54754679	54769001	1
ENSG00000177600	RPLP2	11	809647	812880	1
ENSG00000110799	VWF	12	5948874	6124770	-1
ENSG00000184571	PIWIL3	22	24719034	24774720	-1
ENSG00000132026	RTBDN	19	12825478	12835428	-1
ENSG00000254709	IGLL5	22	22887780	22896107	1
ENSG00000277273	CDK7	CHR_HSCHR5_2_CTG1_1	69234793	69277413	1
ENSG00000266286	AC037482.3	CHR_HSCHR17_4_CTG4	41084386	41085542	1
ENSG00000101444	AHCY	20	34280268	34311802	-1
ENSG00000174840	PDE12	3	57556276	57566844	1
ENSG00000185088	RPS27L	15	63125872	63158021	-1
ENSG00000256713	PGA5	11	61241042	61251448	1
ENSG00000170185	USP38	4	143184917	143223830	1
ENSG00000229183	PGA4	11	61222216	61231927	1
ENSG00000054118	THRAP3	1	36224416	36305357	1
ENSG00000283580	AC098484.3	1	42767292	42794493	1
ENSG00000224105	C6orf15	CHR_HSCHR6_MHC_MCF_CTG1	31189747	31191083	-1
ENSG00000134333	LDHA	11	18394388	18408425	1
ENSG00000257232	DPCR1	CHR_HSCHR6_MHC_MCF_CTG1	31019512	31029672	1
ENSG00000205097	FRG2	4	190024351	190027257	-1
ENSG00000100280	AP1B1	22	29327680	29423179	-1
ENSG00000089195	TRMT6	20	5937235	5950558	-1
ENSG00000122863	CHST3	10	71964365	72013564	1
ENSG00000162630	B3GALT2	1	193179045	193186654	-1
ENSG00000160124	CCDC58	3	122359591	122383231	-1
ENSG00000134028	ADAMDEC1	8	24384285	24406013	1
ENSG00000113407	TARS	5	33440696	33469539	1
ENSG00000168569	TMEM223	11	62771629	62792021	-1
ENSG00000274897	PANO1	11	797511	799190	1
ENSG00000119943	PYROXD2	10	98383565	98415184	-1
ENSG00000198356	ASNA1	19	12737139	12748323	1
ENSG00000104067	TJP1	15	29699367	29968865	-1
ENSG00000162227	TAF6L	11	62771303	62787342	1
ENSG00000177542	SLC25A22	11	790475	798333	-1
ENSG00000157184	CPT2	1	53196429	53214197	1
ENSG00000144554	FANCD2	3	10026414	10101930	1
ENSG00000218336	TENM3	4	182143987	182803024	1
ENSG00000227506	MUC21	CHR_HSCHR6_MHC_MCF_CTG1	31062263	31068453	1
ENSG00000103042	SLC38A7	16	58665109	58685104	-1
ENSG00000164008	C1orf50	1	42767269	42775747	1
ENSG00000134463	ECHDC3	10	11742366	11764070	1
ENSG00000183137	CEP57L1	6	109095110	109163932	1
ENSG00000139725	RHOF	12	121777754	121803403	-1
ENSG00000275395	FCGBP	19	39863323	39934626	-1
ENSG00000166750	SLFN5	17	35243036	35273655	1
ENSG00000134014	ELP3	8	28089673	28191156	1
ENSG00000124702	KLHDC3	6	43014103	43021298	1
ENSG00000102383	ZDHHC15	X	75368427	75523502	-1
ENSG00000265690	AC074143.1	16	67163385	67165815	1
ENSG00000156831	NSMCE2	8	125091679	125367120	1
ENSG00000187554	TLR5	1	223109406	223143282	-1
ENSG00000121766	ZCCHC17	1	31296982	31364953	1
ENSG00000154001	PPP2R5E	14	63371357	63543374	-1
ENSG00000103335	PIEZO1	16	88715343	88785211	-1
ENSG00000137054	POLR1E	9	37485935	37503697	1
ENSG00000140983	RHOT2	16	668086	674174	1
ENSG00000035720	STAP1	4	67558728	67607337	1
ENSG00000145191	EIF2B5	3	184135038	184145311	1
ENSG00000123584	MAGEA9	X	149781930	149787737	1
ENSG00000160712	IL6R	1	154405193	154469450	1
ENSG00000136874	STX17	9	99906633	99970341	1
ENSG00000114857	NKTR	3	42600614	42648741	1
ENSG00000186198	SLC51B	15	65045370	65053396	1
ENSG00000221840	OR4A5	11	54706832	54707902	1
ENSG00000226792	C13orf42	13	51082119	51200252	-1
ENSG00000093183	SEC22C	3	42547969	42601080	-1
ENSG00000066735	KIF26A	14	104138723	104180894	1
ENSG00000196578	OR5AC2	3	98087173	98088102	1
ENSG00000144843	ADPRH	3	119579268	119589945	1
ENSG00000154640	BTG3	21	17593653	17612947	-1
ENSG00000140525	FANCI	15	89243949	89317261	1
ENSG00000081665	ZNF506	19	19785839	19821751	-1
ENSG00000205279	CTXN3	5	127649044	127658630	1
ENSG00000168395	ING5	2	241687085	241729478	1
ENSG00000249861	LGALS16	19	39655894	39660647	1
ENSG00000028116	VRK2	2	57907651	58159920	1
ENSG00000179598	PLD6	17	17200995	17206315	-1
ENSG00000205076	LGALS7	19	38770971	38773492	-1
ENSG00000273607	CHCHD10	CHR_HSCHR22_1_CTG7	23765834	23768443	-1
ENSG00000175322	ZNF519	18	14057457	14132490	-1
ENSG00000134917	ADAMTS8	11	130404925	130428993	-1
ENSG00000230669	PSMB8	CHR_HSCHR6_MHC_APD_CTG1	32879989	32883975	-1
ENSG00000132334	PTPRE	10	127907061	128085855	1
ENSG00000204305	AGER	6	32180968	32184324	-1
ENSG00000181896	ZNF101	19	19668796	19683509	1
ENSG00000105507	CABP5	19	48029953	48044053	-1
ENSG00000153914	SREK1	5	66139971	66183615	1
ENSG00000268738	HSFX2	X	149592515	149594716	-1
ENSG00000178928	TPRX1	19	47801243	47819051	-1
ENSG00000254440	PBOV1	6	138215986	138218491	-1
ENSG00000115041	KCNIP3	2	95297304	95386083	1
ENSG00000073536	NLE1	17	35128753	35142315	-1
ENSG00000105373	NOP53	19	47745522	47757058	1
ENSG00000125848	FLRT3	20	14322988	14337616	-1
ENSG00000224782	PFDN6	CHR_HSCHR6_MHC_DBB_CTG1	33267227	33276326	1
ENSG00000133067	LGR6	1	202193901	202319781	1
ENSG00000258366	RTEL1	20	63657810	63696253	1
ENSG00000254685	FPGT	1	74198212	74234086	1
ENSG00000100941	PNN	14	39175183	39183218	1
ENSG00000184182	UBE2F	2	237966827	238042782	1
ENSG00000196557	CACNA1H	16	1153121	1221772	1
ENSG00000182196	ARL6IP4	12	122980060	122982913	1
ENSG00000180758	GPR157	1	9100305	9129170	-1
ENSG00000148225	WDR31	9	113313222	113340298	-1
ENSG00000151445	VIPAS39	14	77426675	77457952	-1
ENSG00000180596	HIST1H2BC	6	26114873	26123926	-1
ENSG00000185940	KRTAP5-5	11	1629775	1630707	1
ENSG00000141968	VAV1	19	6772714	6857366	1
ENSG00000113739	STC2	5	173314713	173329503	-1
ENSG00000197312	DDI2	1	15617500	15669044	1
ENSG00000239974	EGFL8	CHR_HSCHR6_MHC_SSTO_CTG1	32172254	32175953	1
ENSG00000213614	HEXA	15	72340919	72376476	-1
ENSG00000162522	KIAA1522	1	32741885	32774970	1
ENSG00000204498	NFKBIL1	6	31546870	31558829	1
ENSG00000100401	RANGAP1	22	41245611	41286251	-1
ENSG00000122783	C7orf49	7	135092363	135170795	-1
ENSG00000151883	PARP8	5	50665899	50846522	1
ENSG00000236672	C6orf10	CHR_HSCHR6_MHC_APD_CTG1	32383385	32438560	-1
ENSG00000175325	PROP1	5	177992235	177996242	-1
ENSG00000203795	FAM24A	10	122910701	122913111	1
ENSG00000175398	OR10P1	12	55636860	55637854	1
ENSG00000229432	C6orf15	CHR_HSCHR6_MHC_COX_CTG1	31103717	31105053	-1
ENSG00000166136	NDUFB8	10	100523740	100530000	-1
ENSG00000273269	STPG4	2	47065941	47176511	-1
ENSG00000133773	CCDC59	12	82223681	82358805	-1
ENSG00000196305	IARS	9	92210207	92293756	-1
ENSG00000124733	MEA1	6	43012094	43013968	-1
ENSG00000132507	EIF5A	17	7306999	7312463	1
ENSG00000027847	B4GALT7	5	177600100	177610347	1
ENSG00000130717	UCK1	9	131523801	131531268	-1
ENSG00000135775	COG2	1	230642489	230693982	1
ENSG00000267467	APOC4	19	44942238	44945496	1
ENSG00000143851	PTPN7	1	202147013	202161588	-1
ENSG00000134644	PUM1	1	30931506	31065991	-1
ENSG00000274646	RPS9	CHR_HSCHR19LRC_COX1_CTG3_1	54201241	54249371	1
ENSG00000164266	SPINK1	5	147824568	147831786	-1
ENSG00000130338	TULP4	6	158232236	158511828	1
ENSG00000213865	C8orf44	8	66667615	66685564	1
ENSG00000120129	DUSP1	5	172768090	172771195	-1
ENSG00000145244	CORIN	4	47593998	47838106	-1
ENSG00000237052	GPSM3	CHR_HSCHR6_MHC_APD_CTG1	32257772	32262529	-1
ENSG00000122692	SMU1	9	33041764	33076659	-1
ENSG00000164251	F2RL1	5	76818933	76835315	1
ENSG00000188419	CHM	X	85861180	86047562	-1
ENSG00000160588	MPZL3	11	118226690	118252350	-1
ENSG00000241476	SSX2	X	52696896	52707189	-1
ENSG00000062194	GPBP1	5	57173948	57264679	1
ENSG00000121690	DEPDC7	11	33015864	33033582	1
ENSG00000104093	DMXL2	15	51447711	51622833	-1
ENSG00000167747	C19orf48	19	50797704	50804929	-1
ENSG00000230505	OR10C1	CHR_HSCHR6_MHC_APD_CTG1	29439377	29441048	1
ENSG00000101343	CRNKL1	20	20034368	20056046	-1
ENSG00000183559	C10orf120	10	122697709	122699822	-1
ENSG00000181856	SLC2A4	17	7281667	7288257	1
ENSG00000275618	BFAR	CHR_HSCHR16_1_CTG1	14632814	14669237	1
ENSG00000102384	CENPI	X	101098218	101163681	1
ENSG00000123307	NEUROD4	12	55019945	55030014	1
ENSG00000248329	APELA	4	164877004	164898965	1
ENSG00000170523	KRT83	12	52314301	52321398	-1
ENSG00000095380	NANS	9	98056739	98083075	1
ENSG00000250565	ATP6V1E2	2	46490750	46542557	-1
ENSG00000166311	SMPD1	11	6390431	6394998	1
ENSG00000151650	VENTX	10	133237404	133241929	1
ENSG00000132259	CNGA4	11	6234765	6244429	1
ENSG00000172772	OR10W1	11	58266792	58268260	-1
ENSG00000166535	A2ML1	12	8822472	8887001	1
ENSG00000267618	AC004223.3	17	35011349	35121493	-1
ENSG00000089094	KDM2B	12	121429097	121581015	-1
ENSG00000244476	ERVFRD-1	6	11102489	11111732	-1
ENSG00000166529	ZSCAN21	7	100049774	100065038	1
ENSG00000135968	GCC2	2	108448561	108509415	1
ENSG00000119636	BBOF1	14	74019353	74082863	1
ENSG00000156860	FBRS	16	30658431	30670814	1
ENSG00000268107	AC003005.1	19	57487718	57505381	1
ENSG00000171936	OR10H3	19	15737985	15742343	1
ENSG00000226826	HLA-DPB1	CHR_HSCHR6_MHC_SSTO_CTG1	33216374	33227649	1
ENSG00000179403	VWA1	1	1434861	1442882	1
ENSG00000104219	ZDHHC2	8	17156029	17224799	1
ENSG00000254598	CSNK2A3	11	11351942	11353357	-1
ENSG00000175318	GRAMD2A	15	72159807	72197785	-1
ENSG00000280663	PCMTD2	CHR_HSCHR20_1_CTG3	64259386	64278487	1
ENSG00000115128	SF3B6	2	24067584	24076443	-1
ENSG00000084444	FAM234B	12	13044284	13142521	1
ENSG00000131050	BPIFA2	20	33161768	33181412	1
ENSG00000186190	BPIFB3	20	33055424	33073628	1
ENSG00000197696	NMB	15	84655129	84658563	-1
ENSG00000013583	HEBP1	12	12974864	13000273	-1
ENSG00000176399	DMRTA1	9	22446841	22455740	1
ENSG00000152595	MEPE	4	87821411	87846817	1
ENSG00000067445	TRO	X	54920462	54931431	1
ENSG00000168334	XIRP1	3	39183210	39192596	-1
ENSG00000153046	CDYL	6	4706159	4955551	1
ENSG00000153558	FBXL2	3	33277025	33403662	1
ENSG00000157326	DHRS4	14	23953586	23969279	1
ENSG00000143162	CREG1	1	167529677	167553767	-1
ENSG00000230475	ABHD16A	CHR_HSCHR6_MHC_SSTO_CTG1	31677699	31694178	-1
ENSG00000189171	S100A13	1	153618787	153631360	-1
ENSG00000104660	LEPROTL1	8	30095398	30177208	1
ENSG00000145649	GZMA	5	55102648	55110252	1
ENSG00000171560	FGA	4	154583126	154590766	-1
ENSG00000237100	C6orf136	CHR_HSCHR6_MHC_SSTO_CTG1	30639263	30645325	1
ENSG00000101935	AMMECR1	X	110194186	110440233	-1
ENSG00000185899	TAS2R60	7	143443453	143444409	1
ENSG00000216649	GAGE12E	X	49551333	49558649	1
ENSG00000111713	GYS2	12	21536189	21604847	-1
ENSG00000157985	AGAP1	2	235494089	236131800	1
ENSG00000137090	DMRT1	9	841690	969090	1
ENSG00000224472	TCF19	CHR_HSCHR6_MHC_MCF_CTG1	31237108	31242737	1
ENSG00000116147	TNR	1	175315194	175743770	-1
ENSG00000162999	DUSP19	2	183078559	183100005	1
ENSG00000170178	HOXD12	2	176099730	176101193	1
ENSG00000241370	RPP21	6	30345131	30346884	1
ENSG00000101311	FERMT1	20	6074845	6123544	-1
ENSG00000184221	OLIG1	21	33070144	33072420	1
ENSG00000048462	TNFRSF17	16	11965107	11968068	1
ENSG00000183273	CCDC60	12	119334712	119541047	1
ENSG00000125434	SLC25A35	17	8287763	8295343	-1
